NUMERO_INCIDENTE;CODIGO_CRIME;CODIGO_GRUPO_CRIME;DESCRICAO_CRIME;DISTRITO;AREA_REPORTADA;TEVE_TIRO;DATA_OCORRENCIA;ANO;MES;DIA_DA_SEMANA;HORA;ALTO_RISCO
I182049555;3114;Investigate Property;INVESTIGATE PROPERTY;B2;325;0;25/06/18 00:48;2018;6;Monday;0;0
I182049552;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;606;0;25/06/18 00:33;2018;6;Monday;0;0
I182049549;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;0;0;25/06/18 00:34;2018;6;Monday;0;0
I182049534;3018;Medical Assistance;SICK/INJURED/MEDICAL - POLICE;B2;182;0;24/06/18 23:47;2018;6;Sunday;23;0
I182049523;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;329;0;24/06/18 06:27;2018;6;Sunday;6;1
I182049509;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;308;0;24/06/18 21:21;2018;6;Sunday;21;0
I182049505;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;0;0;24/06/18 21:24;2018;6;Sunday;21;0
I182049495;520;Residential Burglary;BURGLARY - RESIDENTIAL - FORCE;B2;301;0;24/06/18 20:46;2018;6;Sunday;20;0
I182049479;1402;Vandalism;VANDALISM;B2;329;0;21/06/18 20:00;2018;6;Thursday;20;0
I182049472;3301;Verbal Disputes;VERBAL DISPUTE;B2;297;0;24/06/18 18:31;2018;6;Sunday;18;0
I182049456;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;601;0;24/06/18 01:00;2018;6;Sunday;1;0
I182049452;3301;Verbal Disputes;VERBAL DISPUTE;B2;311;0;24/06/18 18:00;2018;6;Sunday;18;0
I182049441;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;315;0;24/06/18 17:15;2018;6;Sunday;17;0
I182049413;2647;Other;THREATS TO DO BODILY HARM;B2;293;0;21/05/18 17:08;2018;5;Monday;17;0
I182049408;3208;Property Lost;PROPERTY - MISSING;B2;282;0;23/06/18 18:00;2018;6;Saturday;18;0
I182049397;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;588;0;24/06/18 15:23;2018;6;Sunday;15;0
I182049396;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;183;0;24/06/18 15:28;2018;6;Sunday;15;0
I182049394;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;326;0;24/06/18 14:24;2018;6;Sunday;14;0
I182049392;615;Larceny From Motor Vehicle;LARCENY THEFT OF MV PARTS & ACCESSORIES;B2;179;0;23/06/18 20:00;2018;6;Saturday;20;0
I182049389;2646;Liquor Violation;LIQUOR - DRINKING IN PUBLIC;B2;292;0;24/06/18 14:15;2018;6;Sunday;14;0
I182049378;3820;Motor Vehicle Accident Response;M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY;B2;0;0;24/06/18 12:19;2018;6;Sunday;12;0
I182049371;3125;Warrant Arrests;WARRANT ARREST;B2;180;0;24/06/18 12:21;2018;6;Sunday;12;0
I182049371;540;Commercial Burglary;BURGLARY - COMMERICAL - FORCE;B2;180;0;24/06/18 12:21;2018;6;Sunday;12;0
I182049371;617;Larceny;LARCENY THEFT FROM BUILDING;B2;180;0;24/06/18 12:21;2018;6;Sunday;12;0
I182049368;1402;Vandalism;VANDALISM;B2;316;0;23/06/18 18:00;2018;6;Saturday;18;0
I182049360;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;258;0;24/06/18 12:23;2018;6;Sunday;12;0
I182049357;1304;Recovered Stolen Property;PROPERTY - STOLEN THEN RECOVERED;B2;319;0;23/06/18 23:30;2018;6;Saturday;23;0
I182049357;724;Auto Theft;AUTO THEFT;B2;319;0;23/06/18 23:30;2018;6;Saturday;23;0
I182049343;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;602;0;24/06/18 11:14;2018;6;Sunday;11;0
I182049341;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2;268;0;24/06/18 10:47;2018;6;Sunday;10;1
I182049334;2647;Other;THREATS TO DO BODILY HARM;B2;292;0;20/06/18 20:00;2018;6;Wednesday;20;0
I182049333;619;Larceny;LARCENY ALL OTHERS;B2;292;0;23/06/18 20:00;2018;6;Saturday;20;0
I182049333;3115;Investigate Person;INVESTIGATE PERSON;B2;292;0;23/06/18 20:00;2018;6;Saturday;20;0
I182049324;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;611;0;24/06/18 09:33;2018;6;Sunday;9;0
I182049321;1402;Vandalism;VANDALISM;B2;330;0;23/06/18 19:00;2018;6;Saturday;19;0
I182049318;1402;Vandalism;VANDALISM;B2;183;0;22/06/18 18:00;2018;6;Friday;18;0
I182049307;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;566;0;16/06/18 15:00;2018;6;Saturday;15;0
I182049293;1402;Vandalism;VANDALISM;B2;0;0;24/06/18 04:39;2018;6;Sunday;4;0
I182049293;615;Larceny From Motor Vehicle;LARCENY THEFT OF MV PARTS & ACCESSORIES;B2;0;0;24/06/18 04:39;2018;6;Sunday;4;0
I182049291;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;312;0;24/06/18 04:06;2018;6;Sunday;4;0
I182049291;3410;Towed;TOWED MOTOR VEHICLE;B2;312;0;24/06/18 04:06;2018;6;Sunday;4;0
I182049290;1402;Vandalism;VANDALISM;B2;329;0;24/06/18 04:13;2018;6;Sunday;4;0
I182049288;3301;Verbal Disputes;VERBAL DISPUTE;B2;309;0;24/06/18 01:24;2018;6;Sunday;1;0
I182049282;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;320;0;24/06/18 02:45;2018;6;Sunday;2;0
I182049282;2405;Disorderly Conduct;DISORDERLY CONDUCT;B2;320;0;24/06/18 02:45;2018;6;Sunday;2;0
I182049281;1402;Vandalism;VANDALISM;B2;606;0;24/06/18 02:43;2018;6;Sunday;2;0
I182049262;3114;Investigate Property;INVESTIGATE PROPERTY;B2;261;0;24/06/18 00:49;2018;6;Sunday;0;0
I182049240;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;318;0;23/06/18 22:36;2018;6;Saturday;22;0
I182049234;1810;Drug Violation;DRUGS - SALE / MANUFACTURING;B2;297;0;23/06/18 22:05;2018;6;Saturday;22;0
I182049231;3301;Verbal Disputes;VERBAL DISPUTE;B2;259;0;23/06/18 21:14;2018;6;Saturday;21;0
I182049199;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2;0;0;23/06/18 19:07;2018;6;Saturday;19;1
I182049197;1402;Vandalism;VANDALISM;B2;0;0;23/06/18 18:30;2018;6;Saturday;18;0
I182049193;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;311;0;22/06/18 12:00;2018;6;Friday;12;0
I182049188;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;600;0;23/06/18 18:19;2018;6;Saturday;18;0
I182049183;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;305;0;22/06/18 11:30;2018;6;Friday;11;0
I182049179;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;313;0;23/06/18 17:22;2018;6;Saturday;17;0
I182049173;3114;Investigate Property;INVESTIGATE PROPERTY;B2;282;0;23/06/18 17:44;2018;6;Saturday;17;0
I182049158;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;300;0;23/06/18 16:33;2018;6;Saturday;16;0
I182049157;423;Aggravated Assault;ASSAULT - AGGRAVATED;B2;267;0;23/06/18 16:03;2018;6;Saturday;16;1
I182049149;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;316;0;23/06/18 15:47;2018;6;Saturday;15;1
I182049149;3125;Warrant Arrests;WARRANT ARREST;B2;316;0;23/06/18 15:47;2018;6;Saturday;15;0
I182049141;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;306;0;23/06/18 15:48;2018;6;Saturday;15;0
I182049131;3303;Assembly or Gathering Violations;NOISY PARTY/RADIO-ARREST;B2;296;0;23/06/18 14:31;2018;6;Saturday;14;0
I182049128;1848;Drug Violation;DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP;B2;318;0;23/06/18 13:35;2018;6;Saturday;13;0
I182049095;1810;Drug Violation;DRUGS - SALE / MANUFACTURING;B2;282;0;23/06/18 12:52;2018;6;Saturday;12;0
I182049075;3820;Motor Vehicle Accident Response;M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY;B2;0;0;23/06/18 11:20;2018;6;Saturday;11;0
I182049050;3410;Towed;TOWED MOTOR VEHICLE;B2;179;0;16/06/18 03:30;2018;6;Saturday;3;0
I182049050;706;Auto Theft;AUTO THEFT - MOTORCYCLE / SCOOTER;B2;179;0;16/06/18 03:30;2018;6;Saturday;3;0
I182049049;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2;183;0;23/06/18 10:04;2018;6;Saturday;10;1
I182049043;3115;Investigate Person;INVESTIGATE PERSON;B2;329;0;23/06/18 08:56;2018;6;Saturday;8;0
I182049037;3112;Landlord/Tenant Disputes;LANDLORD - TENANT SERVICE;B2;326;0;23/06/18 08:32;2018;6;Saturday;8;0
I182049033;3410;Towed;TOWED MOTOR VEHICLE;B2;613;0;23/06/18 07:28;2018;6;Saturday;7;0
I182049021;3114;Investigate Property;INVESTIGATE PROPERTY;B2;0;0;23/06/18 02:23;2018;6;Saturday;2;0
I182049020;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;265;0;23/06/18 05:26;2018;6;Saturday;5;0
I182049020;1106;Confidence Games;FRAUD - CREDIT CARD / ATM FRAUD;B2;265;0;23/06/18 05:26;2018;6;Saturday;5;0
I182049009;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;0;0;23/06/18 03:36;2018;6;Saturday;3;0
I182049008;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;258;1;23/06/18 02:59;2018;6;Saturday;2;1
I182049004;1402;Vandalism;VANDALISM;B2;264;0;23/06/18 02:33;2018;6;Saturday;2;0
I182048987;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;0;0;23/06/18 00:41;2018;6;Saturday;0;0
I182048971;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;316;0;22/06/18 23:59;2018;6;Friday;23;0
I182048966;3115;Investigate Person;INVESTIGATE PERSON;B2;313;0;23/06/18 00:08;2018;6;Saturday;0;0
I182048966;3119;Firearm Discovery;FIREARM/WEAPON - FOUND OR CONFISCATED;B2;313;0;23/06/18 00:08;2018;6;Saturday;0;0
I182048965;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;265;0;22/06/18 23:58;2018;6;Friday;23;0
I182048958;520;Residential Burglary;BURGLARY - RESIDENTIAL - FORCE;B2;329;0;22/06/18 21:40;2018;6;Friday;21;0
I182048948;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;315;0;22/06/18 22:04;2018;6;Friday;22;0
I182048937;1402;Vandalism;VANDALISM;B2;316;0;22/06/18 20:27;2018;6;Friday;20;0
I182048931;1106;Confidence Games;FRAUD - CREDIT CARD / ATM FRAUD;B2;587;0;22/06/18 13:11;2018;6;Friday;13;0
I182048929;3830;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PERSONAL INJURY;B2;319;0;22/06/18 20:43;2018;6;Friday;20;0
I182048927;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2;0;0;22/06/18 21:03;2018;6;Friday;21;0
I182048920;3001;Medical Assistance;DEATH INVESTIGATION;B2;178;0;22/06/18 08:00;2018;6;Friday;8;0
I182048911;520;Residential Burglary;BURGLARY - RESIDENTIAL - FORCE;B2;291;0;21/06/18 16:00;2018;6;Thursday;16;0
I182048901;3001;Medical Assistance;DEATH INVESTIGATION;B2;313;0;22/06/18 20:15;2018;6;Friday;20;0
I182048896;2905;Violations;VAL - OPERATING WITHOUT LICENSE;B2;327;0;22/06/18 20:04;2018;6;Friday;20;1
I182048896;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;327;0;22/06/18 20:04;2018;6;Friday;20;0
I182048886;3201;Property Lost;PROPERTY - LOST;B2;261;0;22/06/18 15:00;2018;6;Friday;15;0
I182048875;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;602;0;22/06/18 17:15;2018;6;Friday;17;0
I182048865;1402;Vandalism;VANDALISM;B2;301;0;22/06/18 13:30;2018;6;Friday;13;0
I182048865;520;Residential Burglary;BURGLARY - RESIDENTIAL - FORCE;B2;301;0;22/06/18 13:30;2018;6;Friday;13;0
I182048860;617;Larceny;LARCENY THEFT FROM BUILDING;B2;605;0;21/06/18 10:51;2018;6;Thursday;10;0
I182048859;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;239;0;16/05/18 00:00;2018;5;Wednesday;0;0
I182048858;619;Larceny;LARCENY ALL OTHERS;B2;181;0;22/06/18 17:52;2018;6;Friday;17;0
I182048849;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;611;0;22/06/18 16:42;2018;6;Friday;16;0
I182048837;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;901;0;22/06/18 16:17;2018;6;Friday;16;0
I182048825;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;920;0;21/06/18 16:40;2018;6;Thursday;16;0
I182048823;1848;Drug Violation;DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP;B2;282;0;22/06/18 15:56;2018;6;Friday;15;0
I182048820;1848;Drug Violation;DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP;B2;281;0;22/06/18 11:53;2018;6;Friday;11;0
I182048817;3115;Investigate Person;INVESTIGATE PERSON;B2;317;0;22/06/18 14:30;2018;6;Friday;14;0
I182048808;617;Larceny;LARCENY THEFT FROM BUILDING;B2;602;0;21/06/18 12:30;2018;6;Thursday;12;0
I182048806;616;Larceny;LARCENY THEFT OF BICYCLE;B2;593;0;22/06/18 13:09;2018;6;Friday;13;0
I182048790;1402;Vandalism;VANDALISM;B2;313;0;22/06/18 13:40;2018;6;Friday;13;0
I182048790;2629;Harassment;HARASSMENT;B2;313;0;22/06/18 13:40;2018;6;Friday;13;0
I182048783;3115;Investigate Person;INVESTIGATE PERSON;B2;178;0;22/06/18 08:00;2018;6;Friday;8;0
I182048779;1402;Vandalism;VANDALISM;B2;307;0;22/06/18 12:31;2018;6;Friday;12;0
I182048775;616;Larceny;LARCENY THEFT OF BICYCLE;B2;291;0;14/06/18 18:00;2018;6;Thursday;18;0
I182048770;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;613;0;20/06/18 06:00;2018;6;Wednesday;6;0
I182048766;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;320;0;22/06/18 11:40;2018;6;Friday;11;0
I182048764;2906;Violations;VAL - OPERATING UNREG/UNINS  CAR;B2;324;0;22/06/18 11:16;2018;6;Friday;11;1
I182048721;2646;Liquor Violation;LIQUOR - DRINKING IN PUBLIC;B2;279;0;22/06/18 09:17;2018;6;Friday;9;0
I182048698;3207;Property Found;PROPERTY - FOUND;B2;317;0;22/06/18 08:10;2018;6;Friday;8;0
I182048690;3115;Investigate Person;INVESTIGATE PERSON;B2;294;0;22/06/18 06:11;2018;6;Friday;6;0
I182048679;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;178;0;22/06/18 03:55;2018;6;Friday;3;0
I182048666;615;Larceny From Motor Vehicle;LARCENY THEFT OF MV PARTS & ACCESSORIES;B2;264;0;21/06/18 23:00;2018;6;Thursday;23;0
I182048666;724;Auto Theft;AUTO THEFT;B2;264;0;21/06/18 23:00;2018;6;Thursday;23;0
I182048666;735;Auto Theft Recovery;RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON);B2;264;0;21/06/18 23:00;2018;6;Thursday;23;0
I182048657;2629;Harassment;HARASSMENT;B2;294;0;22/06/18 00:07;2018;6;Friday;0;0
I182048623;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;237;0;21/06/18 18:30;2018;6;Thursday;18;0
I182048620;3201;Property Lost;PROPERTY - LOST;B2;326;0;21/06/18 19:58;2018;6;Thursday;19;0
I182048612;3007;Medical Assistance;SUDDEN DEATH;B2;292;0;21/06/18 20:53;2018;6;Thursday;20;0
I182048611;1402;Vandalism;VANDALISM;B2;0;0;21/06/18 20:43;2018;6;Thursday;20;0
I182048583;1415;Vandalism;GRAFFITI;B2;311;0;29/05/18 11:00;2018;5;Tuesday;11;0
I182048577;3301;Verbal Disputes;VERBAL DISPUTE;B2;276;0;21/06/18 17:55;2018;6;Thursday;17;0
I182048566;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;183;0;21/06/18 15:56;2018;6;Thursday;15;0
I182048559;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;307;0;21/06/18 16:00;2018;6;Thursday;16;0
I182048553;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;238;0;21/06/18 16:34;2018;6;Thursday;16;0
I182048552;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;180;0;21/06/18 06:30;2018;6;Thursday;6;0
I182048546;616;Larceny;LARCENY THEFT OF BICYCLE;B2;613;0;21/06/18 16:46;2018;6;Thursday;16;0
I182048541;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;0;0;21/06/18 16:03;2018;6;Thursday;16;0
I182048526;3301;Verbal Disputes;VERBAL DISPUTE;B2;291;0;21/06/18 13:24;2018;6;Thursday;13;0
I182048523;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;0;0;21/06/18 15:19;2018;6;Thursday;15;0
I182048521;2646;Liquor Violation;LIQUOR - DRINKING IN PUBLIC;B2;288;0;21/06/18 15:41;2018;6;Thursday;15;0
I182048498;724;Auto Theft;AUTO THEFT;B2;320;0;21/06/18 14:30;2018;6;Thursday;14;0
I182048498;735;Auto Theft Recovery;RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON);B2;320;0;21/06/18 14:30;2018;6;Thursday;14;0
I182048489;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;325;0;14/05/18 18:00;2018;5;Monday;18;0
I182048469;3109;Police Service Incidents;SERVICE TO OTHER PD INSIDE OF MA.;B2;292;0;21/06/18 11:57;2018;6;Thursday;11;0
I182048464;1402;Vandalism;VANDALISM;B2;330;0;21/06/18 07:00;2018;6;Thursday;7;0
I182048459;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;268;0;21/06/18 09:00;2018;6;Thursday;9;0
I182048448;616;Larceny;LARCENY THEFT OF BICYCLE;B2;612;0;21/06/18 11:31;2018;6;Thursday;11;0
I182048422;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;305;0;21/06/18 09:38;2018;6;Thursday;9;0
I182048404;2623;Other;OBSCENE MATERIALS - PORNOGRAPHY;B2;316;0;21/06/18 00:00;2018;6;Thursday;0;0
I182048393;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;268;0;20/06/18 14:00;2018;6;Wednesday;14;0
I182048393;2647;Other;THREATS TO DO BODILY HARM;B2;268;0;20/06/18 14:00;2018;6;Wednesday;14;0
I182048386;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;601;0;21/06/18 07:23;2018;6;Thursday;7;0
I182048379;3501;Missing Person Reported;MISSING PERSON;B2;587;0;21/06/18 03:00;2018;6;Thursday;3;0
I182048379;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;587;0;21/06/18 03:00;2018;6;Thursday;3;0
I182048373;3301;Verbal Disputes;VERBAL DISPUTE;B2;318;0;21/06/18 04:12;2018;6;Thursday;4;0
I182048356;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;304;0;21/06/18 00:14;2018;6;Thursday;0;0
I182048356;3501;Missing Person Reported;MISSING PERSON;B2;304;0;21/06/18 00:14;2018;6;Thursday;0;0
I182048328;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;331;0;20/06/18 22:38;2018;6;Wednesday;22;0
I182048323;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;328;0;20/06/18 21:09;2018;6;Wednesday;21;1
I182048314;3119;Firearm Discovery;FIREARM/WEAPON - FOUND OR CONFISCATED;B2;566;0;20/06/18 20:48;2018;6;Wednesday;20;0
I182048312;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;317;0;20/06/18 20:21;2018;6;Wednesday;20;1
I182048295;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;295;0;01/04/18 17:00;2018;4;Sunday;17;0
I182048294;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;329;0;20/06/18 18:17;2018;6;Wednesday;18;0
I182048292;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;302;0;20/06/18 19:14;2018;6;Wednesday;19;0
I182048291;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;330;0;20/06/18 18:49;2018;6;Wednesday;18;0
I182048289;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;301;0;20/06/18 09:00;2018;6;Wednesday;9;0
I182048283;3125;Warrant Arrests;WARRANT ARREST;B2;179;0;20/06/18 18:40;2018;6;Wednesday;18;0
I182048283;1843;Drug Violation;DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP;B2;179;0;20/06/18 18:40;2018;6;Wednesday;18;0
I182048279;1402;Vandalism;VANDALISM;B2;602;0;19/06/18 20:00;2018;6;Tuesday;20;0
I182048267;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;320;0;20/06/18 17:44;2018;6;Wednesday;17;0
I182048266;3109;Police Service Incidents;SERVICE TO OTHER PD INSIDE OF MA.;B2;332;0;20/06/18 18:07;2018;6;Wednesday;18;0
I182048258;423;Aggravated Assault;ASSAULT - AGGRAVATED;B2;276;0;20/06/18 17:56;2018;6;Wednesday;17;1
I182048248;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;603;0;20/06/18 16:57;2018;6;Wednesday;16;0
I182048244;3125;Warrant Arrests;WARRANT ARREST;B2;321;0;20/06/18 17:14;2018;6;Wednesday;17;0
I182048244;3130;Search Warrants;SEARCH WARRANT;B2;321;0;20/06/18 17:14;2018;6;Wednesday;17;0
I182048240;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;329;0;20/06/18 13:07;2018;6;Wednesday;13;0
I182048236;1106;Confidence Games;FRAUD - CREDIT CARD / ATM FRAUD;B2;257;0;21/05/18 09:00;2018;5;Monday;9;0
I182048231;3201;Property Lost;PROPERTY - LOST;B2;329;0;27/05/18 02:30;2018;5;Sunday;2;0
I182048206;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;324;0;20/06/18 13:46;2018;6;Wednesday;13;0
I182048199;521;Residential Burglary;BURGLARY - RESIDENTIAL - ATTEMPT;B2;300;0;20/06/18 14:07;2018;6;Wednesday;14;0
I182048191;521;Residential Burglary;BURGLARY - RESIDENTIAL - ATTEMPT;B2;266;0;20/06/18 13:42;2018;6;Wednesday;13;0
I182048189;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;0;0;20/06/18 14:21;2018;6;Wednesday;14;0
I182048187;619;Larceny;LARCENY ALL OTHERS;B2;313;0;05/06/18 14:17;2018;6;Tuesday;14;0
I182048186;3301;Verbal Disputes;VERBAL DISPUTE;B2;611;0;20/06/18 14:08;2018;6;Wednesday;14;0
I182048171;724;Auto Theft;AUTO THEFT;B2;297;0;17/06/18 09:30;2018;6;Sunday;9;0
I182048171;3207;Property Found;PROPERTY - FOUND;B2;297;0;17/06/18 09:30;2018;6;Sunday;9;0
I182048171;3410;Towed;TOWED MOTOR VEHICLE;B2;297;0;17/06/18 09:30;2018;6;Sunday;9;0
I182048159;3125;Warrant Arrests;WARRANT ARREST;B2;309;0;20/06/18 12:40;2018;6;Wednesday;12;0
I182048158;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;316;0;20/06/18 12:17;2018;6;Wednesday;12;0
I182048152;3301;Verbal Disputes;VERBAL DISPUTE;B2;261;0;20/06/18 12:06;2018;6;Wednesday;12;0
I182048145;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;297;0;20/06/18 11:31;2018;6;Wednesday;11;0
I182048145;3501;Missing Person Reported;MISSING PERSON;B2;297;0;20/06/18 11:31;2018;6;Wednesday;11;0
I182048138;3620;Other;REPORT AFFECTING OTHER DEPTS.;B2;294;0;19/06/18 21:00;2018;6;Tuesday;21;0
I182048135;619;Larceny;LARCENY ALL OTHERS;B2;263;0;14/06/18 12:06;2018;6;Thursday;12;0
I182048133;1402;Vandalism;VANDALISM;B2;260;0;19/06/18 12:00;2018;6;Tuesday;12;0
I182048128;520;Residential Burglary;BURGLARY - RESIDENTIAL - FORCE;B2;586;0;20/06/18 11:18;2018;6;Wednesday;11;0
I182048110;2647;Other;THREATS TO DO BODILY HARM;B2;305;0;20/06/18 10:20;2018;6;Wednesday;10;0
I182048107;2647;Other;THREATS TO DO BODILY HARM;B2;281;0;20/06/18 10:13;2018;6;Wednesday;10;0
I182048098;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;328;0;19/06/18 15:50;2018;6;Tuesday;15;1
I182048097;2619;Prisoner Related Incidents;FUGITIVE FROM JUSTICE;B2;181;0;20/06/18 08:49;2018;6;Wednesday;8;1
I182048097;3125;Warrant Arrests;WARRANT ARREST;B2;181;0;20/06/18 08:49;2018;6;Wednesday;8;0
I182048092;3125;Warrant Arrests;WARRANT ARREST;B2;297;0;20/06/18 08:35;2018;6;Wednesday;8;0
I182048082;2905;Violations;VAL - OPERATING WITHOUT LICENSE;B2;304;0;20/06/18 08:30;2018;6;Wednesday;8;1
I182048075;1402;Vandalism;VANDALISM;B2;258;0;20/06/18 06:37;2018;6;Wednesday;6;0
I182048064;3301;Verbal Disputes;VERBAL DISPUTE;B2;304;0;19/06/18 23:51;2018;6;Tuesday;23;0
I182048060;3201;Property Lost;PROPERTY - LOST;B2;311;0;13/06/18 08:00;2018;6;Wednesday;8;0
I182048048;3114;Investigate Property;INVESTIGATE PROPERTY;B2;586;0;20/06/18 00:29;2018;6;Wednesday;0;0
I182048030;2906;Violations;VAL - OPERATING UNREG/UNINS  CAR;B2;182;0;19/06/18 22:10;2018;6;Tuesday;22;1
I182048030;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;182;0;19/06/18 22:10;2018;6;Tuesday;22;0
I182048021;2647;Other;THREATS TO DO BODILY HARM;B2;330;0;19/06/18 19:00;2018;6;Tuesday;19;0
I182048017;2629;Harassment;HARASSMENT;B2;316;0;19/06/18 20:59;2018;6;Tuesday;20;0
I182047994;2647;Other;THREATS TO DO BODILY HARM;B2;330;0;18/06/18 19:00;2018;6;Monday;19;0
